window_start,window_end,feature_cutoff,lookback_start,event_count,velocity_per_step,amount_mean,amount_std,amount_deviation,mean_interarrival_steps,unique_origins,unique_destinations,destination_entropy,amount_entropy,repetition_ratio,max_entity_relative_velocity,max_entity_relative_amount,max_entity_relative_velocity_lag1,max_entity_relative_amount_lag1,velocity_delta,amount_delta,is_synthetic_spike,scenario_ids
236,241,236,230,176731,29455.166666666668,164050.2004370484,265918.50625431095,79760.8604370484,1.0,176725,153978,17.158444846277234,17.41952953648051,3.3949901262370496e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
237,242,237,231,187806,31301.0,155080.61817684205,252166.15250641765,76112.34317684206,1.0,187797,162930,17.237287224152226,17.50579333572922,3.1947861090699976e-05,0.6666666666666666,120587.74519999999,0.6666666666666666,200000.0,0.0,-79412.25480000001,False,
238,243,238,232,176841,29473.5,148958.91900368128,250476.60193059794,74649.49900368128,1.0,176833,155123,17.172249073371546,17.41867699160039,3.39287834834682e-05,0.6666666666666666,200000.0,0.6666666666666666,120587.74519999999,0.0,79412.25480000001,False,
239,244,239,233,160279,26713.166666666668,141734.9163641525,247866.34185341248,73791.04636415251,1.0,160273,142931,17.062386084920767,17.27712236303571,3.743472320141753e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
240,245,240,234,154130,25688.333333333332,137849.9092231882,247911.38587603532,74903.04922318821,1.0,154124,138567,17.021736205973113,17.220048278217725,3.892817751248946e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
241,246,241,235,124266,20711.0,131440.40041708914,249874.60946281886,76741.77541708914,1.0,124262,114479,16.759440067136424,16.909979937843048,4.0236267361949365e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
242,247,242,236,78640,13106.666666666666,117189.83239801628,233162.94824117058,79663.96239801629,1.0,78640,74964,16.16726420659489,16.252344481746547,5.08646998982706e-05,0.3333333333333333,200000.0,0.6666666666666666,200000.0,-0.3333333333333333,0.0,False,
243,248,243,237,42168,7028.0,111879.44627632327,260403.91185068642,91256.85627632328,1.0,42168,41310,15.322719063725494,15.354825225685879,7.11439954467843e-05,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
244,249,244,238,26173,4362.166666666667,109491.94440453901,263328.7239262183,93488.25440453901,1.0,26173,25879,14.65315272460462,14.668226629965602,0.00011462193863905552,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
245,250,245,239,15265,2544.1666666666665,110141.97586046511,269350.7567830253,96348.06586046511,1.0,15265,15173,13.885836799261044,13.89073394223531,0.00019652800524074681,0.3333333333333333,101686.6176,0.3333333333333333,200000.0,0.0,-98313.3824,False,
246,251,246,240,6715,1119.1666666666667,111907.19111988088,300525.9295184772,98734.91111988088,1.0,6715,6700,12.708704074486068,12.703342942691577,0.0002978406552494416,0.3333333333333333,101686.6176,0.3333333333333333,101686.6176,0.0,0.0,False,
247,252,247,241,2530,421.6666666666667,115879.62472332014,345345.71932049544,106032.15972332015,1.0,2530,2528,11.303340641913687,11.283577796063886,0.0007905138339920949,0.3333333333333333,100882.95060000001,0.3333333333333333,101686.6176,0.0,-803.6669999999867,False,
248,253,248,242,673,112.16666666666667,177221.85456166416,570812.2974356062,165316.58456166417,1.0,673,673,9.394462694610315,9.32908379416455,0.0014858841010401188,0.3333333333333333,100882.95060000001,0.3333333333333333,100882.95060000001,0.0,0.0,False,
249,254,249,243,46,7.666666666666667,1773551.3760869564,2362520.259368652,971129.9860869563,1.0,46,46,5.523561956057012,4.523561956057012,0.021739130434782608,0.3333333333333333,200000.0,0.3333333333333333,100882.95060000001,0.0,99117.04939999999,False,
250,255,250,244,23247,3874.5,165962.76551641073,321225.2909168697,90065.59551641073,1.0,23247,22854,14.470686335504418,14.499514347593564,0.0001290489095367144,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
251,256,251,245,55143,9190.5,185210.34382188128,374610.1636904514,102705.90382188128,1.0,55090,52896,15.66820194104497,15.738965377885496,5.4404004134704314e-05,18.0,200000.0,0.3333333333333333,200000.0,17.666666666666668,0.0,True,train_amount_01
252,257,252,246,90454,15075.666666666666,177221.6954984854,329479.09424598806,94323.76049848541,1.0,90355,84729,16.33483680394191,16.450104662124936,4.422137218917903e-05,33.333333333333336,200000.0,18.0,200000.0,15.333333333333336,0.0,True,train_amount_01
253,258,253,247,126040,21006.666666666668,173624.5413884481,307646.270373908,89855.94138844809,1.0,125940,115309,16.766516158438925,16.929763736623165,3.966994604887337e-05,33.333333333333336,200000.0,33.333333333333336,200000.0,0.0,0.0,True,train_amount_01
254,259,254,248,159343,26557.166666666668,174588.08584587966,306534.5445547003,89706.35584587966,1.0,159241,142528,17.060220775202346,17.267430976096264,3.137884940035019e-05,33.333333333333336,200000.0,33.333333333333336,200000.0,0.0,0.0,True,train_amount_01
255,260,255,249,188886,31481.0,171070.2932430143,293911.4457373756,87080.48824301432,1.0,188783,165828,17.26910093615214,17.511901720210894,3.176519170293193e-05,33.333333333333336,200000.0,33.333333333333336,200000.0,0.0,0.0,True,train_amount_01
256,261,256,250,194517,32419.5,167053.6943643486,279241.17572784843,83011.8443643486,1.0,194411,170189,17.30469366341458,17.55406172168256,3.084563302950385e-05,33.333333333333336,200000.0,33.333333333333336,200000.0,0.0,0.0,True,train_amount_01
257,262,257,251,191179,31863.166666666668,157085.11863766419,238018.94103030616,74894.52863766419,1.0,191129,168022,17.288308597351623,17.53081474442523,3.138420014750574e-05,0.6666666666666666,196222.08980000002,33.333333333333336,200000.0,-32.66666666666667,-3777.910199999984,True,train_amount_01
258,263,258,252,182707,30451.166666666668,152252.0744158133,230222.23407640925,71197.21441581329,1.0,182698,161287,17.231937515621894,17.46639834378673,2.7366220232393942e-05,0.6666666666666666,196222.08980000002,0.6666666666666666,196222.08980000002,0.0,0.0,False,
259,264,259,253,174779,29129.833333333332,146163.90989380877,218774.27955687031,66955.06989380877,1.0,174772,155191,17.17945131362115,17.402244217343515,2.8607555827645197e-05,0.6666666666666666,196222.08980000002,0.6666666666666666,196222.08980000002,0.0,0.0,False,
260,265,260,254,184796,30799.333333333332,133558.36618606464,188219.1558909917,58942.66118606464,1.0,184789,163248,17.249655911274726,17.47989765822888,3.787960778371826e-05,0.6666666666666666,196222.08980000002,0.6666666666666666,196222.08980000002,0.0,0.0,False,
261,266,261,255,188917,31486.166666666668,126758.64929175246,183552.86322489078,56513.749291752465,1.0,188908,167028,17.28310900504443,17.510168523301576,3.705330912517137e-05,0.6666666666666666,200000.0,0.6666666666666666,196222.08980000002,0.0,3777.910199999984,False,
262,267,262,256,174497,29082.833333333332,123446.7350585397,186571.34815769526,56763.8850585397,1.0,174489,156025,17.190548267594654,17.395947454390686,4.0115302841882666e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
263,268,263,257,157052,26175.333333333332,119984.26005832464,199366.24312290724,58038.99505832464,1.0,157044,142458,17.066706463476258,17.243069408979792,3.183658915518427e-05,0.6666666666666666,473904.98659999995,0.6666666666666666,200000.0,0.0,273904.98659999995,False,
264,269,264,258,138230,23038.333333333332,115198.44022708529,200382.4634580776,59566.16522708529,1.0,138225,127255,16.91174267667916,17.059084923531483,3.6171598061202344e-05,0.6666666666666666,473904.98659999995,0.6666666666666666,473904.98659999995,0.0,0.0,False,
265,270,265,259,114610,19101.666666666668,110889.88122432596,207550.0654628433,62245.69622432596,1.0,114607,107301,16.67472797631768,16.78988772795346,4.362621062734491e-05,0.6666666666666666,473904.98659999995,0.6666666666666666,473904.98659999995,0.0,0.0,False,
266,271,266,260,72863,12143.833333333334,106734.07483510149,228927.26584195404,73703.16483510149,1.0,72860,70162,16.07726262715846,16.139616665391088,5.489754745206758e-05,0.6666666666666666,473904.98659999995,0.6666666666666666,473904.98659999995,0.0,0.0,False,
267,272,267,261,39956,6659.333333333333,102475.73075257783,270637.2043373387,85437.08575257783,1.0,39956,39249,15.250345485195423,15.275562923753812,0.00010011012113324657,0.3333333333333333,473904.98659999995,0.6666666666666666,473904.98659999995,-0.3333333333333333,0.0,False,
268,273,268,262,25613,4268.833333333333,100725.70946433453,339019.81913478643,89237.54946433453,1.0,25613,25368,14.62533982100644,14.6354526367644,0.00011712802092687308,0.3333333333333333,485775.6394,0.3333333333333333,473904.98659999995,0.0,11870.65280000004,False,
269,274,269,263,14494,2415.6666666666665,94279.39797226439,339959.3943307793,86219.86297226438,1.0,14494,14423,13.813371021540277,13.814750902870482,0.00013798813302056022,0.3333333333333333,485775.6394,0.3333333333333333,485775.6394,0.0,0.0,False,
270,275,270,264,6487,1081.1666666666667,109763.26525820873,506650.4758584529,102387.46525820873,1.0,6487,6474,12.659327707446286,12.65107893682746,0.0003083089255433945,0.3333333333333333,485775.6394,0.3333333333333333,485775.6394,0.0,0.0,False,
271,276,271,265,2461,410.1666666666667,142421.28397399432,778498.0157105305,135041.4939739943,1.0,2461,2459,11.263403586911632,11.233533706779845,0.0008126777732629012,0.3333333333333333,485775.6394,0.3333333333333333,485775.6394,0.0,0.0,False,
272,277,272,266,892,148.66666666666666,254862.66006726454,1259019.5311040264,246498.99006726453,1.0,892,892,9.800899899920303,9.716247685789892,0.0011210762331838565,0.3333333333333333,485775.6394,0.3333333333333333,485775.6394,0.0,0.0,False,
273,278,273,267,137,22.833333333333332,1000695.5259124086,2546716.4091128805,761193.1759124086,1.0,137,137,7.0980320829605255,6.601681717997024,0.0072992700729927005,0.3333333333333333,485775.6394,0.3333333333333333,485775.6394,0.0,0.0,False,
274,279,274,268,7931,1321.8333333333333,143769.24715672678,540886.9114041117,83705.82715672678,1.0,7931,7894,12.943861410646734,12.941687017443122,0.00037826251418484426,0.3333333333333333,715942.9402,0.3333333333333333,485775.6394,0.0,230167.30079999997,False,
275,280,275,269,27127,4521.166666666667,145920.60013897592,673123.6916744373,80994.65013897592,1.0,27127,26651,14.69212507719193,14.721543704390562,0.00011059092417148966,0.3333333333333333,1011135.4784,0.3333333333333333,715942.9402,0.0,295192.53820000007,False,
276,281,276,270,51910,8651.666666666666,143246.10878096704,599591.2804098806,75377.62378096704,1.0,51910,50228,15.598125673480066,15.657507281313054,7.705644384511655e-05,0.3333333333333333,1011135.4784,0.3333333333333333,1011135.4784,0.0,0.0,False,
277,282,277,271,78277,13046.166666666666,151271.43441866705,775094.2511163469,81775.68441866705,1.0,78277,74435,16.156234422845245,16.248769771994986,5.1100578714053934e-05,0.3333333333333333,1848910.3328,0.3333333333333333,1011135.4784,0.0,837774.8544,False,
278,283,278,272,104190,17365.0,152257.46090392553,768951.5832127733,82436.13090392553,1.0,104190,97462,16.53607510657386,16.6598889987173,4.7989250407908626e-05,0.3333333333333333,1848910.3328,0.3333333333333333,1848910.3328,0.0,0.0,False,
279,284,279,273,129915,21652.5,152958.45048270022,757823.0150211455,83103.25048270023,1.0,129915,119686,16.824201412007035,16.9764848518843,3.848670284416734e-05,0.3333333333333333,1848910.3328,0.3333333333333333,1848910.3328,0.0,0.0,False,
280,285,280,274,147969,24661.5,155744.27914833513,820049.6627389403,85713.20914833513,1.0,147968,134897,16.991199350810227,17.162809657312685,3.3790861599389064e-05,0.6666666666666666,1848910.3328,0.3333333333333333,1848910.3328,0.3333333333333333,0.0,False,
281,286,281,275,154723,25787.166666666668,156972.18458690692,825901.129052824,86718.73458690692,1.0,154721,140688,17.050462966057314,17.226441160022986,3.231581600666998e-05,0.6666666666666666,1848910.3328,0.6666666666666666,1848910.3328,0.0,0.0,False,
282,287,282,276,157704,26284.0,160320.7313752346,902222.861440551,91211.6613752346,1.0,157700,143279,17.076536392880456,17.25352023970447,3.170496626591589e-05,0.6666666666666666,1848910.3328,0.6666666666666666,1848910.3328,0.0,0.0,False,
283,288,283,277,162439,27073.166666666668,159763.07461022292,903943.3839794951,92096.61461022291,1.0,162435,147414,17.11663243470376,17.295770873352396,3.078078540252033e-05,0.6666666666666666,1203089.121,0.6666666666666666,1848910.3328,0.0,-645821.2117999999,False,
284,289,284,278,173158,28859.666666666668,162661.16830709524,979840.7274295874,96701.90330709524,1.0,173152,156200,17.196999143076205,17.387197454450543,3.465043486295753e-05,0.6666666666666666,1203089.121,0.6666666666666666,1203089.121,0.0,0.0,False,
285,290,285,279,180870,30145.0,166232.51363752972,1074900.3494353232,103564.26363752972,1.0,180866,162780,17.25520101748525,17.448570762471604,3.317299718029524e-05,0.6666666666666666,1386746.3254,0.6666666666666666,1203089.121,0.0,183657.20439999993,False,
286,291,286,280,169211,28201.833333333332,169481.87307887783,1119028.7635478787,109603.00307887784,1.0,169208,153607,17.175545783977242,17.35266921959395,2.9548906394974324e-05,0.6666666666666666,1386746.3254,0.6666666666666666,1386746.3254,0.0,0.0,False,
287,292,287,281,154588,25764.666666666668,174951.85701361037,1206253.4368221164,118664.21701361037,1.0,154585,141782,17.065440135969737,17.22321694836586,3.8812844463994615e-05,0.6666666666666666,1397734.626,0.6666666666666666,1386746.3254,0.0,10988.300599999959,False,
288,293,288,282,133699,22283.166666666668,179401.4805227414,1252796.5308875588,127090.53052274139,1.0,133699,124401,16.884628956707743,17.015571844402835,3.739743752758061e-05,0.3333333333333333,1397734.626,0.6666666666666666,1397734.626,-0.3333333333333333,0.0,False,
289,294,289,283,106599,17766.5,186166.58266869298,1319205.7272625372,137400.19266869297,1.0,106599,100885,16.591727060279098,16.691242734827732,4.690475520408259e-05,0.3333333333333333,1397734.626,0.3333333333333333,1397734.626,0.0,0.0,False,
290,295,290,284,71392,11898.666666666666,193124.48485180413,1393105.7539950782,151608.54985180413,1.0,71392,69042,16.056298761534737,16.115287195641425,5.6028686687584046e-05,0.3333333333333333,1397734.626,0.3333333333333333,1397734.626,0.0,0.0,False,
291,296,291,285,38430,6405.0,206001.66787665887,1467710.821810037,172020.53287665886,1.0,38430,37791,15.196336509344931,15.224428832400848,7.8064012490242e-05,0.3333333333333333,1397734.626,0.3333333333333333,1397734.626,0.0,0.0,False,
292,297,292,286,24208,4034.6666666666665,211875.22372480173,1492781.1414122407,179430.06872480173,1.0,24208,23969,14.543325999992323,14.558125432514899,0.00012392597488433576,0.3333333333333333,1397734.626,0.3333333333333333,1397734.626,0.0,0.0,False,
293,298,293,287,12883,2147.1666666666665,209555.1612629046,1390598.0874087359,176512.88126290462,1.0,12883,12823,13.643866364691075,13.647436961601734,0.0001552433439416285,0.3333333333333333,1102591.3965999999,0.3333333333333333,1397734.626,0.0,-295143.22940000007,False,
294,299,294,288,5998,999.6666666666666,209498.21192564187,1328168.112156481,168388.89692564186,1.0,5998,5991,12.547931695498287,12.540595916905422,0.00033344448149383126,0.3333333333333333,742558.921,0.3333333333333333,1102591.3965999999,0.0,-360032.4755999999,False,
295,300,295,289,1998,333.0,171600.7705105105,1077403.9488765954,158108.90551051052,1.0,1998,1997,10.963339866791415,10.932308835760384,0.001001001001001001,0.3333333333333333,572348.7716,0.3333333333333333,742558.921,0.0,-170210.1494,False,
296,301,296,290,571,95.16666666666667,271741.4150963222,1409490.8106834474,240921.2450963222,1.0,571,571,9.157346935362844,9.055770753226241,0.0017513134851138354,0.3333333333333333,572348.7716,0.3333333333333333,572348.7716,0.0,0.0,False,
297,302,297,291,106,17.666666666666668,1442354.2639622644,3404002.897406042,1156172.5139622644,1.0,106,106,6.7279204545632,6.04867517154433,0.009433962264150943,0.3333333333333333,572348.7716,0.3333333333333333,572348.7716,0.0,0.0,False,
298,303,298,292,20671,3445.1666666666665,295520.66413913213,1468140.9863240262,205044.71413913212,1.0,20671,20419,14.310646425509912,14.331063391308241,0.00014513085965845872,0.3333333333333333,1072248.6504000002,0.3333333333333333,572348.7716,0.0,499899.8788000002,False,
299,304,299,293,50242,8373.666666666666,308918.34318000876,1489862.7085715968,213471.64318000874,1.0,50242,48572,15.548999942847459,15.612299827408954,9.951833127662116e-05,0.3333333333333333,1276959.8516,0.3333333333333333,1072248.6504000002,0.0,204711.20119999978,False,
300,305,300,294,82178,13696.333333333334,296560.08432001265,1422910.8261096848,202221.79932001265,1.0,82175,77955,16.22129485152398,16.321069188103206,6.084353476599577e-05,0.6666666666666666,1276959.8516,0.3333333333333333,1276959.8516,0.3333333333333333,0.0,False,
301,306,301,295,113336,18889.333333333332,299516.0864739359,1513458.1679648138,205469.9414739359,1.0,113332,105602,16.6495568311461,16.78421444711286,5.2939930825157054e-05,0.6666666666666666,1476469.8072,0.6666666666666666,1276959.8516,0.0,199509.9556,False,
302,307,302,296,144207,24034.5,296853.46588286286,1516004.782681518,202491.67588286288,1.0,144201,132084,16.963437759478886,17.13064951784314,4.160685681000229e-05,0.6666666666666666,1476469.8072,0.6666666666666666,1476469.8072,0.0,0.0,False,
303,308,303,297,173312,28885.333333333332,300287.5614024418,1575020.919012698,205652.63640244183,1.0,173305,156159,17.196273592287724,17.394771276265175,3.4619645494830135e-05,0.6666666666666666,1476469.8072,0.6666666666666666,1476469.8072,0.0,0.0,False,
304,309,304,298,177417,29569.5,325543.350887119,1805776.8344618184,229814.67088711902,1.0,177409,159453,17.224894451417168,17.4282880340901,3.3818630683643616e-05,0.6666666666666666,1476469.8072,0.6666666666666666,1476469.8072,0.0,0.0,False,
305,310,305,299,174535,29089.166666666668,419987.3744265047,2044613.092648079,323172.5544265047,1.0,174526,156283,17.18990604935979,17.326754173753123,4.5836078723465206e-05,0.6666666666666666,1476469.8072,0.6666666666666666,1476469.8072,0.0,0.0,False,
306,311,306,300,177190,29531.666666666668,470998.21746588405,2112385.7406551335,372567.79246588406,1.0,177181,157751,17.198772825463827,17.293949493797953,5.07929341384954e-05,0.6666666666666666,1476469.8072,0.6666666666666666,1476469.8072,0.0,0.0,False,
307,312,307,301,189629,31604.833333333332,431418.9460265044,1940859.4681334805,334950.1960265044,1.0,189620,167851,17.285351709497665,17.399254095974932,4.746109508566728e-05,0.6666666666666666,1423449.6084,0.6666666666666666,1476469.8072,0.0,-53020.1987999999,False,
308,313,308,302,205716,34286.0,395914.30385784287,1796391.0984746881,303280.2738578429,1.0,205706,180799,17.388943247894417,17.525092304251537,4.374963541970483e-05,0.6666666666666666,1423449.6084,0.6666666666666666,1423449.6084,0.0,0.0,False,
309,314,309,303,213572,35595.333333333336,367580.5372796528,1649895.415294354,280978.1172796528,1.0,213560,187626,17.442524277992685,17.582299250515774,4.214035547730976e-05,0.6666666666666666,1423449.6084,0.6666666666666666,1423449.6084,0.0,0.0,False,
310,315,310,304,204005,34000.833333333336,341566.8705893973,1398511.1406096162,259641.20058939734,1.0,203999,180551,17.39066150903337,17.511399872550268,4.4116565770446804e-05,0.6666666666666666,990141.7638,0.6666666666666666,1423449.6084,0.0,-433307.84460000007,False,
311,316,311,305,188701,31450.166666666668,249437.05356998637,994487.3957966018,173716.60356998636,1.0,188696,169941,17.31627086293951,17.47241875662519,4.239511184360443e-05,0.6666666666666666,657907.088,0.6666666666666666,990141.7638,0.0,-332234.67579999997,False,
312,317,312,306,163969,27328.166666666668,182397.35331495586,674512.6598569119,115782.96331495586,1.0,163963,150748,17.15621133175115,17.31154071055534,3.6592282687581186e-05,0.6666666666666666,657907.088,0.6666666666666666,657907.088,0.0,0.0,False,
313,318,313,307,123620,20603.333333333332,182613.74583238957,711425.3078572436,124993.63583238957,1.0,123616,116327,16.79438453783991,16.90606555522667,4.853583562530335e-05,0.6666666666666666,657907.088,0.6666666666666666,657907.088,0.0,0.0,False,
314,319,314,308,77957,12992.833333333334,183778.9416781046,756170.6478132769,138524.0416781046,1.0,77957,75324,16.181679889824416,16.24335175268115,5.1310337750298244e-05,0.3333333333333333,657907.088,0.6666666666666666,657907.088,-0.3333333333333333,0.0,False,
315,320,315,309,41486,6914.333333333333,194133.6361538832,850120.899140225,160465.7161538832,1.0,41486,40828,15.308094086775064,15.33501575161511,9.641806874608302e-05,0.3333333333333333,657907.088,0.3333333333333333,657907.088,0.0,0.0,False,
316,321,316,310,26351,4391.833333333333,196799.96444005918,882946.7194562507,169530.43444005918,1.0,26351,26114,14.667410275092001,14.68056079404813,0.00011384767181511138,0.3333333333333333,657907.088,0.3333333333333333,657907.088,0.0,0.0,False,
317,322,317,311,14970,2495.0,189975.47983700733,910438.9346174806,170345.51983700733,1.0,14970,14902,13.86060091123273,13.863507375828878,0.0002004008016032064,0.3333333333333333,569940.2974,0.3333333333333333,657907.088,0.0,-87966.79059999995,False,
318,323,318,312,5127,854.5,196323.43966452117,908450.3285151852,173270.58966452116,1.0,5127,5118,12.32024111968964,12.309465790550213,0.0005851375073142189,0.3333333333333333,393380.2846,0.3333333333333333,569940.2974,0.0,-176560.01280000003,False,
319,324,319,313,1867,311.1666666666667,207449.82523835028,968727.9761501942,170066.79523835029,1.0,1867,1865,10.864363737668087,10.831155382017311,0.0010712372790573112,0.3333333333333333,393380.2846,0.3333333333333333,393380.2846,0.0,0.0,False,
320,325,320,314,570,95.0,237509.5966666667,877291.3439014949,212609.1166666667,1.0,570,569,9.151309337122282,9.04253740729772,0.0035087719298245615,0.3333333333333333,257787.9688,0.3333333333333333,393380.2846,0.0,-135592.3158,False,
321,326,321,315,72,12.0,1183399.612777778,2126618.048103914,935467.2077777779,1.0,72,72,6.169925001442312,5.169925001442311,0.013888888888888888,0.3333333333333333,179000.22920000003,0.3333333333333333,257787.9688,0.0,-78787.73959999997,False,
322,327,322,316,17828,2971.3333333333335,261844.8934636527,878445.5644299471,179389.7434636527,1.0,17828,17647,14.101509764823884,14.116809006887053,0.00016827462418667264,0.3333333333333333,660548.7868,0.3333333333333333,179000.22920000003,0.0,481548.55759999994,False,
323,328,323,317,44963,7493.833333333333,272968.56177790626,920389.5205924885,185747.15177790626,1.0,44962,43824,15.40532258987339,15.452491866557642,8.896203545137113e-05,0.6666666666666666,660548.7868,0.3333333333333333,660548.7868,0.3333333333333333,0.0,False,
324,329,324,318,74827,12471.166666666666,268997.0582193593,889689.3762924371,178661.63821935933,1.0,74826,71767,16.10796034646581,16.18658377016701,5.345663998289387e-05,0.6666666666666666,660548.7868,0.6666666666666666,660548.7868,0.0,0.0,False,
325,330,325,319,104251,17375.166666666668,263129.20104833524,868516.4718161552,172115.72104833525,1.0,104250,98327,16.55303892501453,16.663732788509847,3.8368936509002315e-05,0.6666666666666666,660548.7868,0.6666666666666666,660548.7868,0.0,0.0,False,
326,331,326,320,132144,22024.0,263618.29786301305,888338.4705060335,171844.52286301306,1.0,132141,122688,16.864079844388765,17.004338546282263,3.783751059450297e-05,0.6666666666666666,660548.7868,0.6666666666666666,660548.7868,0.0,0.0,False,
327,332,327,321,158785,26464.166666666668,273093.1880333785,975401.6817304002,181473.3780333785,1.0,158779,145385,17.101522156209164,17.26794762258305,3.148912050886419e-05,0.6666666666666666,660548.7868,0.6666666666666666,660548.7868,0.0,0.0,False,
328,333,328,322,166200,27700.0,319320.1341477738,1179689.8787872705,225275.2291477738,1.0,166195,151218,17.154630876079512,17.31465518128784,3.610108303249098e-05,0.6666666666666666,768973.0704000001,0.6666666666666666,660548.7868,0.0,108424.28360000008,False,
329,334,329,323,165930,27655.0,344145.8524171639,1261438.6845775815,248727.6374171639,1.0,165924,150699,17.14860016252159,17.289951569711334,3.615982643283312e-05,0.6666666666666666,768973.0704000001,0.6666666666666666,768973.0704000001,0.0,0.0,False,
330,335,330,324,168207,28034.5,329033.09805507504,1214339.0758074187,235220.27805507503,1.0,168199,152825,17.168933487096847,17.31008121065878,2.972527897174315e-05,0.6666666666666666,768973.0704000001,0.6666666666666666,768973.0704000001,0.0,0.0,False,
331,336,331,325,175459,29243.166666666668,307608.5672795354,1153278.3369615353,216688.0372795354,1.0,175453,158971,17.224181766800292,17.371768487674608,3.419602300252481e-05,0.6666666666666666,768973.0704000001,0.6666666666666666,768973.0704000001,0.0,0.0,False,
332,337,332,326,187744,31290.666666666668,282109.2849759779,1065332.228353495,195036.1499759779,1.0,187735,169301,17.312459368886806,17.470995202119063,3.1958411453894665e-05,0.6666666666666666,768973.0704000001,0.6666666666666666,768973.0704000001,0.0,0.0,False,
333,338,333,327,197245,32874.166666666664,251710.39366422468,930791.1309239685,170576.9936642247,1.0,197234,177538,17.379964554680377,17.541867486505176,3.0419022028441786e-05,0.6666666666666666,768973.0704000001,0.6666666666666666,768973.0704000001,0.0,0.0,False,
334,339,334,328,186615,31102.5,202791.4132347882,651288.5203308751,127174.1432347882,1.0,186609,169605,17.319472398574927,17.480634790614396,2.6793130241406102e-05,0.6666666666666666,289942.9826,0.6666666666666666,768973.0704000001,0.0,-479030.0878000001,False,
335,340,335,329,171754,28625.666666666668,163965.03020977677,370431.53528092935,95832.52520977677,1.0,171746,158054,17.2244853039791,17.37741821182413,3.493368422278375e-05,0.6666666666666666,289942.9826,0.6666666666666666,289942.9826,0.0,0.0,False,
336,341,336,330,150049,25008.166666666668,158012.96557944402,379185.9389932447,98383.11557944401,1.0,150044,140066,17.05793682010625,17.182381571653735,2.6657958400255915e-05,0.6666666666666666,289942.9826,0.6666666666666666,289942.9826,0.0,0.0,False,
337,342,337,331,116299,19383.166666666668,156887.65618165245,397970.36590019567,105296.53618165245,1.0,116298,110543,16.726246479484413,16.816284108654024,3.4394104850428635e-05,0.6666666666666666,289942.9826,0.6666666666666666,289942.9826,0.0,0.0,False,
338,343,338,332,76433,12738.833333333334,155370.59729423156,424109.1108454608,114988.02729423155,1.0,76433,74223,16.16337196951006,16.212413570038333,5.2333416194575645e-05,0.3333333333333333,289942.9826,0.6666666666666666,289942.9826,-0.3333333333333333,0.0,False,
339,344,339,333,40806,6801.0,164116.94685119833,484398.47507658607,134820.07185119833,1.0,40806,40275,15.290338596741128,15.309784506043787,7.351860020585208e-05,0.3333333333333333,235566.8832,0.3333333333333333,289942.9826,0.0,-54376.09939999998,False,
340,345,340,334,26263,4377.166666666667,159251.44831626242,496952.0614090739,137265.76831626243,1.0,26263,26065,14.665608369280381,14.674194965442446,0.00011422914366218635,0.3333333333333333,216741.5026,0.3333333333333333,235566.8832,0.0,-18825.380600000004,False,
341,346,341,335,14257,2376.1666666666665,156944.52153468473,504299.39431379514,140576.34153468473,1.0,14257,14204,13.791894924330165,13.79203520629692,0.00021042295012976082,0.3333333333333333,191541.74260000003,0.3333333333333333,216741.5026,0.0,-25199.75999999998,False,
342,347,342,336,3811,635.1666666666666,156531.3803594857,510361.5107263239,139757.7303594857,1.0,3811,3810,11.895429096170867,11.879160400290521,0.0005247966413014956,0.3333333333333333,138145.7502,0.3333333333333333,191541.74260000003,0.0,-53395.99240000002,False,
343,348,343,337,893,148.83333333333334,145104.530537514,438350.4832450815,125766.04053751398,1.0,893,893,9.802516365121221,9.737566757058513,0.0011198208286674132,0.3333333333333333,114792.4436,0.3333333333333333,138145.7502,0.0,-23353.30660000001,False,
344,349,344,338,585,97.5,166438.5361025641,527450.70794942,146728.5461025641,1.0,585,585,9.192292814470765,9.08972871190666,0.0017094017094017094,0.3333333333333333,114792.4436,0.3333333333333333,114792.4436,0.0,0.0,False,
345,350,345,339,62,10.333333333333334,782523.7316129032,1238224.1742088378,439346.6916129032,1.0,62,62,5.954196310386872,4.954196310386877,0.016129032258064516,0.3333333333333333,97923.5876,0.3333333333333333,114792.4436,0.0,-16868.856,False,
346,351,346,340,14722,2453.6666666666665,259393.14036883577,658630.7591964153,182619.52536883578,1.0,14722,14616,13.831285838615294,13.840387862796792,0.00013585110718652356,0.3333333333333333,189572.107,0.3333333333333333,97923.5876,0.0,91648.51939999999,False,
347,352,347,341,40785,6797.5,235990.43645016546,564491.9057360477,152161.19645016547,1.0,40785,39912,15.27244792264586,15.31192609599518,9.80752727718524e-05,0.3333333333333333,231467.0568,0.3333333333333333,189572.107,0.0,41894.9498,False,
